TIME,LAT,LON,SPEED,HEADING
2020-02-05 05:00:00,33.2,124.7,11.4,33.2
2020-02-05 06:00:00,33.34,124.8,11.0,37.4
2020-02-05 07:00:00,33.5,124.94,10.3,37.7
2020-02-05 08:00:00,33.66,125.06,11.0,36.1
2020-02-05 09:00:00,33.78,125.2,10.9,33.7
2020-02-05 10:00:00,33.94,125.3,10.2,33.6
2020-02-05 11:00:00,34.1,125.44,11.6,36.0
2020-02-05 12:00:00,34.22,125.56,8.5,11.7
2020-02-05 13:00:00,34.4,125.6,10.1,5.9
2020-02-05 14:00:00,34.56,125.6,9.9,7.4
2020-02-05 15:00:00,34.72,125.7,9.0,8.7
2020-02-05 16:00:00,34.9,125.7,9.6,6.4
2020-02-05 17:00:00,35.06,125.7,10.4,9.4
2020-02-05 18:00:00,35.22,125.75,10.4,3.7
2020-02-05 19:00:00,35.4,125.75,11.3,7.2
2020-02-05 20:00:00,35.6,125.8,11.3,6.2
2020-02-05 21:00:00,35.78,125.8,12.0,5.8
2020-02-05 22:00:00,36.0,125.9,12.1,12.8
2020-02-05 23:00:00,36.2,125.9,12.1,7.4
2020-02-06 00:00:00,36.4,125.94,12.6,5.4
2020-02-06 01:00:00,36.62,125.94,12.9,7.4
2020-02-06 02:00:00,36.8,126.06,12.9,48.2
2020-02-06 03:00:00,36.97,126.25,12.3,47.5
2020-02-06 04:00:00,37.06,126.4,1.2,214.0
2020-02-06 05:00:00,37.06,126.4,0.1,106.4
2020-02-06 06:00:00,37.06,126.4,1.0,35.4
2020-02-06 07:00:00,37.03,126.4,0.0,238.5
2020-02-06 08:00:00,37.03,126.4,0.0,238.5
2020-02-06 09:00:00,37.03,126.4,0.0,238.5
2020-02-06 10:00:00,37.03,126.4,0.0,238.5
2020-02-06 11:00:00,37.03,126.4,0.0,238.5
2020-02-06 12:00:00,37.03,126.4,0.0,238.5
2020-02-06 13:00:00,37.03,126.4,0.0,238.5
2020-02-06 14:00:00,37.03,126.4,0.0,238.5
2020-02-06 15:00:00,37.03,126.4,0.0,238.5
2020-02-06 16:00:00,37.03,126.4,0.0,238.5
2020-02-06 17:00:00,37.03,126.4,0.0,238.5
2020-02-06 18:00:00,37.03,126.4,0.0,238.5
2020-02-06 19:00:00,37.03,126.4,0.0,238.5
2020-02-06 20:00:00,37.03,126.4,0.0,238.5
2020-02-06 21:00:00,37.03,126.4,0.0,238.5
2020-02-06 22:00:00,37.03,126.4,0.0,238.5
2020-02-06 23:00:00,37.03,126.4,0.0,238.5
2020-02-07 00:00:00,37.03,126.4,0.0,238.5
2020-02-07 01:00:00,37.03,126.4,0.0,238.5
2020-02-07 02:00:00,37.03,126.4,0.9,322.8
2020-02-07 03:00:00,37.03,126.3,0.1,277.8
2020-02-07 04:00:00,37.03,126.3,0.0,286.8
2020-02-07 05:00:00,37.03,126.3,0.0,286.8
2020-02-07 06:00:00,37.03,126.3,0.0,286.8
2020-02-07 07:00:00,37.03,126.3,0.0,286.8
2020-02-07 08:00:00,37.03,126.3,0.3,46.2
2020-02-07 09:00:00,36.9,126.2,12.3,222.1
2020-02-07 10:00:00,36.78,125.94,12.4,238.1
2020-02-07 11:00:00,36.6,125.94,12.0,185.8
2020-02-07 12:00:00,36.4,125.9,11.9,189.4
2020-02-07 13:00:00,36.2,125.8,12.3,188.1
2020-02-07 14:00:00,36.0,125.8,12.7,187.9
2020-02-07 15:00:00,35.78,125.75,13.2,189.1
2020-02-07 16:00:00,35.56,125.75,13.9,187.8
2020-02-07 17:00:00,35.3,125.7,14.6,187.8
2020-02-07 18:00:00,35.06,125.6,15.1,187.8
2020-02-07 19:00:00,34.8,125.6,14.6,191.9
2020-02-07 20:00:00,34.6,125.56,13.7,190.9
2020-02-07 21:00:00,34.38,125.56,13.0,180.0
2020-02-07 22:00:00,34.16,125.5,13.2,216.6
2020-02-07 23:00:00,34.0,125.4,13.1,216.4
2020-02-08 00:00:00,33.8,125.2,13.0,215.9
2020-02-08 01:00:00,33.62,125.06,13.0,218.2
2020-02-08 02:00:00,33.47,124.9,13.3,216.0
2020-02-08 03:00:00,33.28,124.75,13.6,215.1
2020-02-08 04:00:00,33.12,124.6,13.7,216.8
2020-02-08 05:00:00,33.12,124.6,13.71,214.4
2020-02-08 06:00:00,33.1,124.6,13.73,212.1
2020-02-08 07:00:00,33.1,124.6,13.734,209.8
2020-02-08 08:00:00,33.1,124.6,13.75,207.4
2020-02-08 09:00:00,33.06,124.6,13.76,205.1
2020-02-08 10:00:00,33.06,124.6,13.766,202.8
2020-02-08 11:00:00,33.03,124.6,13.78,200.4
2020-02-08 12:00:00,33.03,124.6,13.79,198.1
2020-02-08 13:00:00,33.03,124.6,13.805,195.8
2020-02-08 14:00:00,33.0,124.6,13.81,193.4
2020-02-08 15:00:00,33.0,124.6,13.83,191.1
2020-02-08 16:00:00,33.0,124.6,13.836,188.8
2020-02-08 17:00:00,32.97,124.6,13.84,186.4
2020-02-08 18:00:00,32.97,124.6,13.86,184.1
2020-02-08 19:00:00,32.97,124.6,13.87,181.8
2020-02-08 20:00:00,32.94,124.6,13.88,179.4
2020-02-08 21:00:00,32.94,124.6,13.89,177.1
2020-02-08 22:00:00,32.94,124.6,13.91,174.8
2020-02-08 23:00:00,32.9,124.56,13.914,172.4
2020-02-09 00:00:00,32.9,124.56,13.92,170.1
2020-02-09 01:00:00,32.88,124.56,13.94,167.8
2020-02-09 02:00:00,32.88,124.56,13.945,165.4
2020-02-09 03:00:00,32.88,124.56,13.96,163.1
2020-02-09 04:00:00,32.84,124.56,13.97,160.8
2020-02-09 05:00:00,32.84,124.56,13.98,158.4
2020-02-09 06:00:00,32.84,124.56,13.99,156.0
2020-02-09 07:00:00,32.8,124.56,14.0,153.8
2020-02-09 08:00:00,32.8,124.56,14.016,151.4
2020-02-09 09:00:00,32.8,124.56,14.02,149.0
2020-02-09 10:00:00,32.78,124.56,14.03,146.8
2020-02-09 11:00:00,32.78,124.56,14.05,144.4
2020-02-09 12:00:00,32.75,124.56,14.055,142.0
2020-02-09 13:00:00,32.75,124.56,14.07,139.8
2020-02-09 14:00:00,32.75,124.56,14.08,137.4
2020-02-09 15:00:00,32.72,124.56,14.09,135.0
2020-02-09 16:00:00,32.72,124.56,14.1,132.8
2020-02-09 17:00:00,32.72,124.56,14.11,130.4
2020-02-09 18:00:00,32.7,124.56,14.125,128.0
2020-02-09 19:00:00,32.7,124.56,14.13,125.7
2020-02-09 20:00:00,32.7,124.56,14.15,123.4
2020-02-09 21:00:00,32.66,124.56,14.16,121.06
2020-02-09 22:00:00,32.66,124.56,14.17,118.7
2020-02-09 23:00:00,32.62,124.56,14.18,116.4
2020-02-10 00:00:00,32.62,124.56,14.19,114.06
2020-02-10 01:00:00,32.62,124.56,14.2,111.7
2020-02-10 02:00:00,32.6,124.56,14.21,109.4
2020-02-10 03:00:00,32.6,124.56,14.23,107.06
2020-02-10 04:00:00,32.6,124.56,14.234,104.7
2020-02-10 05:00:00,32.56,124.56,14.24,102.4
2020-02-10 06:00:00,32.56,124.56,14.26,100.06
2020-02-10 07:00:00,32.56,124.56,14.266,97.7
2020-02-10 08:00:00,32.53,124.56,14.28,95.4
2020-02-10 09:00:00,32.53,124.56,14.29,93.06
2020-02-10 10:00:00,32.5,124.5,14.3,90.7
2020-02-10 11:00:00,32.5,124.5,14.31,88.4
2020-02-10 12:00:00,32.5,124.5,14.32,86.06
2020-02-10 13:00:00,32.47,124.5,14.336,83.7
2020-02-10 14:00:00,32.47,124.5,14.34,81.4
2020-02-10 15:00:00,32.47,124.5,14.36,79.06
2020-02-10 16:00:00,32.44,124.5,14.37,76.7
2020-02-10 17:00:00,32.44,124.5,14.375,74.4
2020-02-10 18:00:00,32.44,124.5,14.39,72.0
2020-02-10 19:00:00,32.4,124.5,14.4,69.7
2020-02-10 20:00:00,32.4,124.5,14.414,67.4
2020-02-10 21:00:00,32.4,124.5,14.42,65.0
2020-02-10 22:00:00,32.38,124.5,14.44,62.7
2020-02-10 23:00:00,32.38,124.5,14.445,60.34
2020-02-11 00:00:00,32.34,124.5,14.45,58.03
2020-02-11 01:00:00,32.34,124.5,14.47,55.7
2020-02-11 02:00:00,32.34,124.5,14.48,53.34
2020-02-11 03:00:00,32.3,124.5,14.49,51.03
2020-02-11 04:00:00,32.3,124.5,14.5,48.7
2020-02-11 05:00:00,32.44,124.7,13.8,48.7
2020-02-11 06:00:00,32.6,124.9,13.4,49.0
2020-02-11 07:00:00,32.75,125.06,13.3,48.6
2020-02-11 08:00:00,32.9,125.25,13.1,47.4
2020-02-11 09:00:00,33.06,125.44,13.5,47.2
2020-02-11 10:00:00,33.2,125.7,13.9,54.3
2020-02-11 11:00:00,33.3,125.94,13.7,55.7
2020-02-11 12:00:00,33.47,126.1,14.1,63.6
2020-02-11 13:00:00,33.56,126.4,13.7,62.8
2020-02-11 14:00:00,33.66,126.6,13.5,64.6
2020-02-11 15:00:00,33.78,126.9,14.7,63.1
2020-02-11 16:00:00,33.88,127.1,14.6,64.8
2020-02-11 17:00:00,34.0,127.4,14.9,61.4
2020-02-11 18:00:00,34.16,127.6,14.7,37.3
2020-02-11 19:00:00,34.34,127.8,14.0,37.5
2020-02-11 20:00:00,34.53,127.94,13.7,21.2
2020-02-11 21:00:00,34.72,127.8,13.8,302.2
2020-02-11 22:00:00,34.75,127.75,0.0,237.8
2020-02-11 23:00:00,34.75,127.75,0.1,237.8
2020-02-12 00:00:00,34.75,127.75,0.1,237.8
2020-02-12 01:00:00,34.75,127.75,0.0,263.2
2020-02-12 02:00:00,34.75,127.75,0.1,263.2
2020-02-12 03:00:00,34.75,127.75,0.0,279.0
2020-02-12 04:00:00,34.75,127.75,0.2,331.0
2020-02-12 05:00:00,34.75,127.75,0.1,344.0
2020-02-12 06:00:00,34.75,127.75,0.0,344.0
2020-02-12 07:00:00,34.75,127.75,0.0,344.0
2020-02-12 08:00:00,34.75,127.75,0.0,246.2
2020-02-12 09:00:00,34.75,127.75,0.0,249.0
2020-02-12 10:00:00,34.75,127.75,0.0,249.9
2020-02-12 11:00:00,34.75,127.75,0.3,128.8
2020-02-12 12:00:00,34.75,127.75,0.0,297.8
2020-02-12 13:00:00,34.75,127.75,0.1,107.8
2020-02-12 14:00:00,34.75,127.75,0.1,98.9
2020-02-12 15:00:00,34.75,127.75,0.6,118.3
2020-02-12 16:00:00,34.75,127.75,0.3,352.5
2020-02-12 17:00:00,34.75,127.75,0.0,145.6
2020-02-12 18:00:00,34.75,127.75,0.1,321.8
2020-02-12 19:00:00,34.75,127.75,0.2,94.9
2020-02-12 20:00:00,34.75,127.75,0.1,266.2
2020-02-12 21:00:00,34.75,127.75,0.0,117.9
2020-02-12 22:00:00,34.75,127.75,0.1,117.3
2020-02-12 23:00:00,34.75,127.75,0.1,340.0
2020-02-13 00:00:00,34.75,127.75,0.0,218.8
2020-02-13 01:00:00,34.75,127.75,0.0,96.3
2020-02-13 02:00:00,34.75,127.75,0.0,96.3
2020-02-13 03:00:00,34.75,127.75,0.0,96.3
2020-02-13 04:00:00,34.75,127.75,0.0,96.3
2020-02-13 05:00:00,34.75,127.75,0.2,14.7
2020-02-13 06:00:00,34.75,127.75,0.0,272.5
2020-02-13 07:00:00,34.75,127.75,0.0,278.0
2020-02-13 08:00:00,34.75,127.75,0.1,288.0
2020-02-13 09:00:00,34.75,127.75,0.1,286.8
2020-02-13 10:00:00,34.75,127.75,0.0,108.8
2020-02-13 11:00:00,34.75,127.75,0.0,147.2
2020-02-13 12:00:00,34.75,127.75,0.0,345.0
2020-02-13 13:00:00,34.75,127.75,0.1,223.2
2020-02-13 14:00:00,34.75,127.75,0.0,223.2
2020-02-13 15:00:00,34.75,127.75,0.0,223.2
2020-02-13 16:00:00,34.75,127.75,0.1,223.2
2020-02-13 17:00:00,34.75,127.75,0.0,344.5
2020-02-13 18:00:00,34.75,127.75,0.1,305.5
2020-02-13 19:00:00,34.75,127.75,0.0,305.5
2020-02-13 20:00:00,34.75,127.75,0.0,104.8
2020-02-13 21:00:00,34.75,127.75,0.0,104.8
2020-02-13 22:00:00,34.75,127.75,0.0,104.8
2020-02-13 23:00:00,34.75,127.75,0.0,104.8
2020-02-14 00:00:00,34.75,127.75,0.2,144.4
2020-02-14 01:00:00,34.75,127.75,0.0,182.4
2020-02-14 02:00:00,34.75,127.75,0.0,182.4
2020-02-14 03:00:00,34.75,127.75,0.0,231.4
2020-02-14 04:00:00,34.75,127.75,0.1,231.4
2020-02-14 05:00:00,34.75,127.75,0.0,231.4
2020-02-14 06:00:00,34.75,127.75,0.0,231.4
2020-02-14 07:00:00,34.75,127.75,0.0,110.8
