TIME,LAT,LON,SPEED,HEADING
2020-02-03 00:00:00,35.7,125.44,12.9,20.1
2020-02-03 01:00:00,35.88,125.56,12.7,20.7
2020-02-03 02:00:00,36.1,125.6,13.3,20.0
2020-02-03 03:00:00,36.28,125.75,13.2,19.4
2020-02-03 04:00:00,36.5,125.9,13.5,25.6
2020-02-03 05:00:00,36.7,125.94,14.3,13.0
2020-02-03 06:00:00,36.88,126.1,7.9,49.3
2020-02-03 07:00:00,37.03,126.3,10.9,56.7
2020-02-03 08:00:00,37.03,126.4,0.1,185.6
2020-02-03 09:00:00,37.03,126.4,0.0,206.9
2020-02-03 10:00:00,37.03,126.4,0.0,180.1
2020-02-03 11:00:00,37.03,126.4,0.0,116.7
2020-02-03 12:00:00,37.03,126.4,0.0,84.2
2020-02-03 13:00:00,37.03,126.4,0.0,6.5
2020-02-03 14:00:00,37.03,126.4,0.0,6.5
2020-02-03 15:00:00,37.03,126.4,0.0,243.9
2020-02-03 16:00:00,37.03,126.4,0.0,232.2
2020-02-03 17:00:00,37.03,126.4,0.1,271.2
2020-02-03 18:00:00,37.03,126.4,0.0,300.0
2020-02-03 19:00:00,37.03,126.4,0.1,261.8
2020-02-03 20:00:00,37.03,126.4,0.1,184.5
2020-02-03 21:00:00,37.03,126.4,0.0,187.8
2020-02-03 22:00:00,37.03,126.4,0.0,164.2
2020-02-03 23:00:00,37.03,126.4,0.1,160.2
2020-02-04 00:00:00,37.03,126.4,0.0,139.5
2020-02-04 01:00:00,37.03,126.4,0.0,42.2
2020-02-04 02:00:00,37.03,126.4,0.0,80.9
2020-02-04 03:00:00,37.03,126.4,0.0,80.9
2020-02-04 04:00:00,37.03,126.4,0.0,43.7
2020-02-04 05:00:00,37.03,126.4,10.3,240.2
2020-02-04 06:00:00,36.9,126.2,8.4,221.5
2020-02-04 07:00:00,36.8,126.0,12.5,224.2
2020-02-04 08:00:00,36.62,125.9,12.5,192.2
2020-02-04 09:00:00,36.4,125.8,12.3,187.5
2020-02-04 10:00:00,36.22,125.8,12.6,188.0
2020-02-04 11:00:00,36.0,125.75,12.6,189.2
2020-02-04 12:00:00,35.78,125.75,12.9,188.5
2020-02-04 13:00:00,35.56,125.7,13.2,189.2
2020-02-04 14:00:00,35.34,125.7,13.4,188.8
2020-02-04 15:00:00,35.12,125.6,13.7,187.8
2020-02-04 16:00:00,34.9,125.56,13.4,187.9
2020-02-04 17:00:00,34.7,125.56,13.3,180.4
2020-02-04 18:00:00,34.47,125.56,13.0,174.1
2020-02-04 19:00:00,34.25,125.6,13.1,173.2
2020-02-04 20:00:00,34.06,125.75,13.2,134.1
2020-02-04 21:00:00,34.06,126.0,13.3,90.3
2020-02-04 22:00:00,34.06,126.25,14.1,91.4
2020-02-04 23:00:00,34.06,126.56,14.7,85.7
2020-02-05 00:00:00,34.06,126.9,14.2,85.4
2020-02-05 01:00:00,34.1,127.1,13.8,84.5
2020-02-05 02:00:00,34.12,127.4,13.4,71.2
2020-02-05 03:00:00,34.2,127.6,12.7,71.6
2020-02-05 04:00:00,34.25,127.9,13.0,74.6
2020-02-05 05:00:00,34.3,128.1,12.9,67.6
2020-02-05 06:00:00,34.4,128.4,12.9,65.7
2020-02-05 07:00:00,34.5,128.6,12.7,58.1
2020-02-05 08:00:00,34.62,128.9,13.0,49.9
2020-02-05 09:00:00,34.75,129.0,12.9,48.8
2020-02-05 10:00:00,34.9,129.2,13.7,40.6
2020-02-05 11:00:00,35.1,129.4,14.3,11.4
2020-02-05 12:00:00,35.3,129.4,12.3,16.9
2020-02-05 13:00:00,35.44,129.4,2.5,270.0
2020-02-05 14:00:00,35.44,129.4,0.0,37.5
2020-02-05 15:00:00,35.44,129.4,0.0,18.8
2020-02-05 16:00:00,35.44,129.4,0.0,258.8
2020-02-05 17:00:00,35.44,129.4,0.0,205.6
2020-02-05 18:00:00,35.44,129.4,0.0,231.0
2020-02-05 19:00:00,35.44,129.4,0.0,225.2
2020-02-05 20:00:00,35.44,129.4,0.0,230.2
2020-02-05 21:00:00,35.44,129.4,0.0,202.6
2020-02-05 22:00:00,35.44,129.4,0.1,137.5
2020-02-05 23:00:00,35.44,129.4,0.1,129.2
2020-02-06 00:00:00,35.44,129.4,0.0,66.7
2020-02-06 01:00:00,35.44,129.4,0.0,71.2
2020-02-06 02:00:00,35.44,129.4,0.0,48.3
2020-02-06 03:00:00,35.44,129.4,0.0,35.6
2020-02-06 04:00:00,35.44,129.4,0.0,40.9
2020-02-06 05:00:00,35.44,129.4,0.0,223.2
2020-02-06 06:00:00,35.44,129.4,0.0,27.9
2020-02-06 07:00:00,35.44,129.4,0.0,214.8
2020-02-06 08:00:00,35.44,129.4,0.1,156.4
2020-02-06 09:00:00,35.44,129.4,0.1,206.4
2020-02-06 10:00:00,35.44,129.4,0.1,160.2
2020-02-06 11:00:00,35.44,129.4,0.1,150.2
2020-02-06 12:00:00,35.44,129.4,0.0,17.4
2020-02-06 13:00:00,35.53,129.4,0.7,226.8
