TIME,LON,LAT,SPEED,HEADING
2020-02-03 22:00:00,32.4,127.94,15.6,34.0
2020-02-03 23:00:00,32.56,128.1,15.67,34.75
2020-02-04 00:00:00,32.75,128.2,15.75,35.5
2020-02-04 01:00:00,32.9,128.4,15.83,36.25
2020-02-04 02:00:00,33.06,128.5,15.9,37.0
2020-02-04 03:00:00,33.28,128.8,15.336,41.0
2020-02-04 04:00:00,33.5,129.1,14.766,45.0
2020-02-04 05:00:00,33.72,129.4,14.2,49.0
2020-02-04 06:00:00,33.88,129.5,14.2,47.0
2020-02-04 07:00:00,33.94,129.6,14.6,65.0
2020-02-04 08:00:00,33.94,129.6,14.49,72.4
2020-02-04 09:00:00,33.97,129.6,14.38,79.75
2020-02-04 10:00:00,33.97,129.6,14.266,87.1
2020-02-04 11:00:00,33.97,129.6,14.16,94.5
2020-02-04 12:00:00,34.0,129.6,14.05,101.9
2020-02-04 13:00:00,34.0,129.6,13.94,109.25
2020-02-04 14:00:00,34.0,129.6,13.83,116.6
2020-02-04 15:00:00,34.03,129.6,13.71,124.0
2020-02-04 16:00:00,34.03,129.6,13.6,131.4
2020-02-04 17:00:00,34.03,129.8,13.49,138.8
2020-02-04 18:00:00,34.06,129.8,13.38,146.1
2020-02-04 19:00:00,34.06,129.8,13.27,153.5
2020-02-04 20:00:00,34.06,129.8,13.164,160.9
2020-02-04 21:00:00,34.1,129.8,13.05,168.2
2020-02-04 22:00:00,34.1,129.8,12.94,175.6
2020-02-04 23:00:00,34.1,129.8,12.83,183.0
2020-02-05 00:00:00,34.12,129.8,12.72,190.4
2020-02-05 01:00:00,34.12,129.8,12.61,197.8
2020-02-05 02:00:00,34.12,129.8,12.49,205.2
2020-02-05 03:00:00,34.12,129.8,12.38,212.6
2020-02-05 04:00:00,34.16,129.8,12.27,220.0
2020-02-05 05:00:00,34.16,129.8,12.164,227.4
2020-02-05 06:00:00,34.16,129.8,12.055,234.8
2020-02-05 07:00:00,34.2,129.8,11.94,242.1
2020-02-05 08:00:00,34.2,129.8,11.83,249.5
2020-02-05 09:00:00,34.2,129.8,11.72,256.8
2020-02-05 10:00:00,34.22,129.8,11.61,264.2
2020-02-05 11:00:00,34.22,129.9,11.5,271.5
2020-02-05 12:00:00,34.22,129.9,11.39,279.0
2020-02-05 13:00:00,34.25,129.9,11.27,286.2
2020-02-05 14:00:00,34.25,129.9,11.164,293.8
2020-02-05 15:00:00,34.25,129.9,11.055,301.0
2020-02-05 16:00:00,34.28,129.9,10.945,308.5
2020-02-05 17:00:00,34.28,129.9,10.836,315.8
2020-02-05 18:00:00,34.28,129.9,10.72,323.2
2020-02-05 19:00:00,34.3,129.9,10.61,330.5
2020-02-05 20:00:00,34.3,129.9,10.5,338.0
2020-02-05 21:00:00,34.47,129.8,10.6,327.0
2020-02-05 22:00:00,34.6,129.8,10.3,326.0
2020-02-05 23:00:00,34.75,129.6,10.5,317.0
2020-02-06 00:00:00,34.88,129.4,10.8,317.0
2020-02-06 01:00:00,34.97,129.2,8.7,306.0
2020-02-06 02:00:00,35.06,129.1,6.3,302.0
2020-02-06 03:00:00,35.1,129.1,9.6,293.0
2020-02-06 04:00:00,35.1,129.1,0.0,338.0
2020-02-06 05:00:00,35.1,129.1,0.0,335.0
2020-02-06 06:00:00,35.1,129.1,0.0,343.0
2020-02-06 07:00:00,35.1,129.1,0.0,32.0
2020-02-06 08:00:00,35.1,129.1,0.0,179.0
2020-02-06 09:00:00,35.1,129.1,0.0,323.0
2020-02-06 10:00:00,35.1,129.1,0.0,172.0
2020-02-06 11:00:00,35.1,129.1,0.0,136.0
2020-02-06 12:00:00,35.1,129.1,0.0,146.0
2020-02-06 13:00:00,35.1,129.1,0.0,162.0
2020-02-06 14:00:00,35.1,129.1,8.0,149.0
2020-02-06 15:00:00,34.94,129.1,13.2,222.0
2020-02-06 16:00:00,34.78,128.9,13.0,221.0
2020-02-06 17:00:00,34.62,128.8,13.3,235.0
2020-02-06 18:00:00,34.5,128.5,11.3,236.0
2020-02-06 19:00:00,34.5,128.4,11.0,291.0
2020-02-06 20:00:00,34.53,128.1,10.7,287.0
2020-02-06 21:00:00,34.62,127.94,10.9,346.0
2020-02-06 22:00:00,34.75,127.8,10.9,335.0
2020-02-06 23:00:00,34.9,127.7,8.8,286.0
2020-02-07 00:00:00,34.9,127.7,0.0,152.0
2020-02-07 01:00:00,34.9,127.7,0.0,133.0
2020-02-07 02:00:00,34.9,127.7,0.0,133.0
2020-02-07 03:00:00,34.9,127.7,0.0,133.0
2020-02-07 04:00:00,34.9,127.7,0.0,221.0
2020-02-07 05:00:00,34.9,127.7,0.0,327.0
2020-02-07 06:00:00,34.9,127.7,0.0,180.0
2020-02-07 07:00:00,34.9,127.7,0.0,172.0
2020-02-07 08:00:00,34.9,127.7,0.0,181.0
2020-02-07 09:00:00,34.9,127.7,0.0,41.0
2020-02-07 10:00:00,34.9,127.75,11.6,124.0
2020-02-07 11:00:00,34.72,127.9,14.3,124.0
2020-02-07 12:00:00,34.5,127.94,15.0,174.0
2020-02-07 13:00:00,34.25,127.94,14.7,206.0
2020-02-07 14:00:00,34.03,127.75,15.0,213.0
2020-02-07 15:00:00,33.8,127.6,14.8,213.0
2020-02-07 16:00:00,33.6,127.44,15.7,212.0
2020-02-07 17:00:00,33.38,127.3,15.5,199.0
2020-02-07 18:00:00,33.16,127.1,15.4,211.0
2020-02-07 19:00:00,32.97,126.94,15.8,208.0
2020-02-07 20:00:00,32.75,126.75,15.8,233.0
2020-02-07 21:00:00,32.53,126.6,15.0,209.0
2020-02-07 22:00:00,32.3,126.5,15.4,204.0
2020-02-07 23:00:00,32.06,126.3,15.4,212.0
2020-02-08 00:00:00,32.03,126.3,15.5,213.0
2020-02-08 01:00:00,32.03,126.3,15.49,212.2
2020-02-08 02:00:00,32.03,126.3,15.48,211.5
2020-02-08 03:00:00,32.03,126.3,15.47,210.9
2020-02-08 04:00:00,32.0,126.3,15.46,210.1
2020-02-08 05:00:00,32.0,126.3,15.445,209.4
2020-02-08 06:00:00,32.0,126.3,15.44,208.6
2020-02-08 07:00:00,32.0,126.3,15.43,207.9
2020-02-08 08:00:00,31.98,126.3,15.414,207.2
2020-02-08 09:00:00,31.98,126.3,15.41,206.5
2020-02-08 10:00:00,31.98,126.3,15.4,205.8
2020-02-08 11:00:00,31.97,126.3,15.38,205.0
2020-02-08 12:00:00,31.97,126.3,15.375,204.2
2020-02-08 13:00:00,31.97,126.3,15.37,203.6
2020-02-08 14:00:00,31.95,126.3,15.35,202.9
