TIME,LAT,LON,SPEED,HEADING
2020-02-03 00:00:00,34.66,129.8,14.1,119.9
2020-02-03 01:00:00,34.5,130.0,14.3,126.0
2020-02-03 02:00:00,34.4,130.2,14.0,125.0
2020-02-03 03:00:00,34.4,130.2,13.984,126.3
2020-02-03 04:00:00,34.4,130.2,13.97,127.7
2020-02-03 05:00:00,34.4,130.2,13.95,129.0
2020-02-03 06:00:00,34.4,130.2,13.94,130.4
2020-02-03 07:00:00,34.4,130.2,13.92,131.6
2020-02-03 08:00:00,34.4,130.2,13.91,133.0
2020-02-03 09:00:00,34.4,130.2,13.89,134.2
2020-02-03 10:00:00,34.4,130.2,13.875,135.6
2020-02-03 11:00:00,34.4,130.2,13.86,137.0
2020-02-03 12:00:00,34.4,130.2,13.84,138.2
2020-02-03 13:00:00,34.4,130.2,13.83,139.6
2020-02-03 14:00:00,34.4,130.2,13.805,141.0
2020-02-03 15:00:00,34.4,130.2,13.79,142.2
2020-02-03 16:00:00,34.44,130.2,13.77,143.6
2020-02-03 17:00:00,34.44,130.2,13.76,145.0
2020-02-03 18:00:00,34.44,130.2,13.74,146.2
2020-02-03 19:00:00,34.44,130.2,13.73,147.6
2020-02-03 20:00:00,34.44,130.2,13.71,148.9
2020-02-03 21:00:00,34.44,130.2,13.695,150.2
2020-02-03 22:00:00,34.44,130.2,13.68,151.6
2020-02-03 23:00:00,34.44,130.2,13.664,152.9
2020-02-04 00:00:00,34.44,130.2,13.65,154.2
2020-02-04 01:00:00,34.44,130.2,13.63,155.6
2020-02-04 02:00:00,34.44,130.2,13.62,156.9
2020-02-04 03:00:00,34.44,130.2,13.6,158.2
2020-02-04 04:00:00,34.44,130.2,13.586,159.6
2020-02-04 05:00:00,34.44,130.2,13.57,160.9
2020-02-04 06:00:00,34.44,130.2,13.555,162.2
2020-02-04 07:00:00,34.44,130.2,13.54,163.5
2020-02-04 08:00:00,34.44,130.2,13.52,164.9
2020-02-04 09:00:00,34.44,130.2,13.51,166.2
2020-02-04 10:00:00,34.44,130.2,13.49,167.5
2020-02-04 11:00:00,34.44,130.2,13.48,168.9
2020-02-04 12:00:00,34.44,130.2,13.46,170.2
2020-02-04 13:00:00,34.44,130.1,13.44,171.5
2020-02-04 14:00:00,34.44,130.1,13.42,172.9
2020-02-04 15:00:00,34.44,130.1,13.41,174.2
2020-02-04 16:00:00,34.44,130.1,13.39,175.5
2020-02-04 17:00:00,34.44,130.1,13.375,176.9
2020-02-04 18:00:00,34.44,130.1,13.36,178.2
2020-02-04 19:00:00,34.44,130.1,13.34,179.5
2020-02-04 20:00:00,34.47,130.1,13.33,180.9
2020-02-04 21:00:00,34.47,130.1,13.31,182.1
2020-02-04 22:00:00,34.47,130.1,13.3,183.5
2020-02-04 23:00:00,34.47,130.1,13.28,184.9
2020-02-05 00:00:00,34.47,130.1,13.266,186.1
2020-02-05 01:00:00,34.47,130.1,13.25,187.5
2020-02-05 02:00:00,34.47,130.1,13.234,188.9
2020-02-05 03:00:00,34.47,130.1,13.22,190.1
2020-02-05 04:00:00,34.47,130.1,13.2,191.5
2020-02-05 05:00:00,34.47,130.1,13.19,192.9
2020-02-05 06:00:00,34.47,130.1,13.17,194.1
2020-02-05 07:00:00,34.47,130.1,13.16,195.5
2020-02-05 08:00:00,34.47,130.1,13.14,196.8
2020-02-05 09:00:00,34.47,130.1,13.125,198.1
2020-02-05 10:00:00,34.47,130.1,13.11,199.5
2020-02-05 11:00:00,34.47,130.1,13.09,200.8
2020-02-05 12:00:00,34.47,130.1,13.07,202.1
2020-02-05 13:00:00,34.47,130.1,13.055,203.5
2020-02-05 14:00:00,34.47,130.1,13.04,204.8
2020-02-05 15:00:00,34.47,130.1,13.02,206.1
